Name:            Clone of:
flickys2         flicky
flickyup         flicky
flipull          plotting
flkatck          mx5000
flkatcka         mx5000
floritas         mooncrst
floritasm        mooncrst
flowerj          flower
flstoryj         flstory
flyball1         flyball
flyboyb          flyboy
flytigera        flytiger
fm7740sx         fm7
fm77av           fm7
fmnew7           fm7
fmtmarty2        fmtmarty
fmtownsftv       fmtowns
fmtownshr        fmtowns
fmtownsmx        fmtowns
fmtownssj        fmtowns
fmtownsux        fmtowns
fmtownsv03       fmtowns
fnshark          fshark
fnvision         crvision
foodf1           foodf
foodf2           foodf
foodfc           foodf
footbpow11       footbpow
footchmpbl       footchmp
forcebrk         brkthru
forgottna        forgottn
forgottnj        forgottn
forgottnu        forgottn
forgottnua       forgottn
forgottnuaa      forgottn
forgottnuc       forgottn
forgottnue       forgottn
fort2ba          fort2b
fortecrde        fortecrd
fortune1         videopkr
fourtraxa        fourtrax
fourtraxj        fourtrax
fpoint1          fpoint
fpoint1d         fpoint
fpointbj         fpoint
fpointbl         fpoint
fpointbla        fpoint
fpointd          fpoint
fpresbu          fpres
fpresgla         fpres
fraking          ibm5150
frankstg         frankst
franticfa        franticf
freddy3          freddy
fredmemc         fredmem
fredmemj         fredmem
fredmemuk        fredmem
fredmemus        fredmem
fredmesp         fredmem
freekicka        freekick
freekickb1       freekick
freekickb2       freekick
freekickb3       freekick
freewaya         freeway
freezeat2        freezeat
freezeat3        freezeat
freezeat4        freezeat
freezeat5        freezeat
freezeat6        freezeat
freezeatjp       freezeat
friskyta         friskyt
friskytb         friskyt
frogf            frogger
frogg            frogger
froggeram        frogger
froggermc        frogger
froggers         frogger
froggers1        frogger
froggers2        frogger
froggers3        frogger
froggert         frogger
froggerv         frogger
froggervd        frogger
froggrs          frogger
fromanc2o        fromanc2
frontlina        frontlin
froundl          fround
frpwr_l2         frpwr_l6
frpwr_t6         frpwr_l6
fruitbun         cntrygrl
fruitstba        fruitstb
fruitstbb        fruitstb
fruitstbc        fruitstb
fruitwlda        fruitwld
frx386c          ibm5170
frxc402          ibm5170
fs4000a          fs4000
fs5500f1         fs5500f2
fs_la5           fs_lx5
fs_lx2           fs_lx5
fs_lx3           fs_lx5
fs_lx4           fs_lx5
fs_sp2           fs_lx5
fsa1             fsa1a
fsa1wx           fsa1wxa
fscc12a          fscc12
fscc9b           fscc9
fscc9c           fscc9
fscc9ps          fscc9
fsharkb          fshark
fsharkbt         fshark
fsoccerb         fsoccer
fsoccerba        fsoccer
fsoccerj         fsoccer
fstarfrcj        fstarfrc
fstarfrcja       fstarfrc
fstarfrcw        fstarfrc
fswords          samsho3
ft486f55         ibm5170
ft_l3            ft_l5
ft_l4            ft_l5
ft_p2            ft_l5
ft_p4            ft_l5
ftimpact         ftimpcta
ftimpactj        ftimpcta
ftimpactu        ftimpcta
ftsserv          ibm5170
fu340            ibm5170
fullthrl         topspeed
fun4a            fun4
funkybeeb        funkybee
funkyfiga        funkyfig
funkyjeta        funkyjet
funkyjeta2       funkyjet
funkyjetb        funkyjet
funkyjetj        funkyjet
funnyfma         funnyfm
funnyfmb         funnyfm
funnymou         suprmous
funriverd1       funriver
funriverv        funriver
funybublc        funybubl
futari10         futari15
futari15a        futari15
futariblj        futaribl
fvipers2o        fvipers2
fvipersb         fvipers
fw_a7_11a        fw_a7_11
fx               srdmissn
fzeroaxc         fzeroax
fzeroaxd         fzeroax
g4u3a            g4u3
ga2j             ga2
ga2u             ga2
ga486am          ibm5170
ga486vf          ibm5170
ga486vs          ibm5170
gaiapolsj        gaiapols
gaiapolsu        gaiapols
gaiden           shadoww
galactica2       moonal2
galaga3          gaplus
galaga3a         gaplus
galaga3b         gaplus
galaga3c         gaplus
galaga3m         gaplus
galaga88a        galaga88
galaga88j        galaga88
galagamf         galaga
galagamk         galaga
galagamw         galaga
galagao          galaga
galaktron        galaxian
galap1           galaxian
galap4           galaxian
galapx           galaxian
galartic         galaxian
galaxbsf         galaxian
galaxbsf2        galaxian
galaxcirsa       galaxian
galaxiaa         galaxia
galaxiab         galaxia
galaxiac         galaxia
galaxiana        galaxian
galaxianbl       galaxian
galaxianbl2      galaxian
galaxianbl3      galaxian
galaxianem       galaxian
galaxiani        galaxian
galaxianm        galaxian
galaxianmo       galaxian
galaxianrp       galaxian
galaxiant        galaxian
galaxrcgg        galaxian
galaxrf          galaxian
galaxrfgg        galaxian
galaxy2b         galaxy2
galaxygnh        galaxygn
galaxyp          galaxy
galaxyrp         galaxyr
galaxyx          galaxian
galds            threeds
galemp           uniwars
galhustl         pgalvip
galileo          leonardo
galivan2         galivan
galivan3         galivan
galkamika        galaxian
gallag           galaga
gallgall_21      gallgall
gallop           cosmccop
gallopm72        cosmccop
galmonst         invaders
galpani2e        galpani2
galpani2e2       galpani2
galpani2g        galpani2
galpani2gs       galpani2
galpani2i        galpani2
galpani2i2       galpani2
galpani2j        galpani2
galpani2k        galpani2
galpani2t        galpani2
galpani3hk       galpani3
galpani3j        galpani3
galpani3k        galpani3
galpani4j        galpani4
galpani4k        galpani4
galpanica        galpanic
galpanicb        galpanic
galpanicms       galsnew
galpanidx        galpani4
galpaniex        galpani4
galpanisa        galpanis
galpanise        galpanis
galpanisj        galpanis
galpanisk        galpanis
galpaniska       galpanis
galpans2a        galpans2
galpans2j        galpans2
galpansu         galpans2
galsnewj         galsnew
galsnewk         galsnew
galsnewt         galsnew
galsnewu         galsnew
galturbo         galaxian
galwars2         defender
galxwars2        galxwars
galxwarst        galxwars
galxwarst2       galxwars
gamatron         flight2k
gambl186a        gambl186
gambl186b        gambl186
gambl186c        gambl186
gambl186d        gambl186
gamecst2         gamecstl
gamefgtr         gameboy
gamegeaj         gamegear
gamsharaj        gamshara
gamt10a          gamt10
gamt10b          gamt10
gamt10bag        gamt10
gamt10c          gamt10
gamt10d          gamt10
gamt10e          gamt10
gamt10ent        gamt10
gamt10f          gamt10
gamt10g          gamt10
gamt10gmult      gamt10
gamt10h          gamt10
gamt10i          gamt10
gamt10j          gamt10
gamt10k          gamt10
gamt10l          gamt10
gamt10lotc       gamt10
gamt10lotm       gamt10
gamt10m          gamt10
gamt10n          gamt10
gamt10o          gamt10
gamt11a          gamt11
gamt11b          gamt11
gamt11bmult      gamt11
gamt11c          gamt11
gamt12a          gamt12
gamt12b          gamt12
gamt16a          gamt16
gamt16b          gamt16
gamt16c          gamt16
gamt16d          gamt16
gamt16e          gamt16
gamt16f          gamt16
gamt16fmult      gamt16
gamt16g          gamt16
gamt16h          gamt16
gamt16i          gamt16
gamt16j          gamt16
gamt16k          gamt16
gamt16lotc       gamt16
gamt17a          gamt17
gamt17b          gamt17
gamt18a          gamt18
gamt18b          gamt18
gamt18bmult      gamt18
gamt18c          gamt18
gamt18d          gamt18
gamt18ent        gamt18
gamt18lotc       gamt18
gamt19a          gamt19
gamt19ent        gamt19
gamt19lotc       gamt19
gamt19mult       gamt19
gamt1a           gamt1
gamt1b           gamt1
gamt1ent         gamt1
gamt1lotc        gamt1
gamt20a          gamt20
gamt20b          gamt20
gamt20ent        gamt20
gamt20lotc       gamt20
gamt20lotm       gamt20
gamt21a          gamt21
gamt21amult      gamt21
gamt22a          gamt22
gamt22amult      gamt22
gamt22b          gamt22
gamt23a          gamt23
gamt23b          gamt23
gamt29a          gamt29
gamt31mult       gamt31
gamt4a           gamt4
gamt4b           gamt4
gamt4c           gamt4
gamt4d           gamt4
gamt4dbag        gamt4
gamt4e           gamt4
gamt4ent         gamt4
gamt4f           gamt4
gamt4fbag        gamt4
gamt4g           gamt4
gamt4h           gamt4
gamt4hbag        gamt4
gamt4hmult       gamt4
gamt4i           gamt4
gamt4ibag        gamt4
gamt4j           gamt4
gamt4lotc        gamt4
gamt4lotca       gamt4
gamt4lotm        gamt4
gamt6a           gamt6
gamt6b           gamt6
gamt6c           gamt6
gamt6d           gamt6
gamt6e           gamt6
gamt6ent         gamt6
gamt6f           gamt6
gamt6lotc        gamt6
gamt7a           gamt7
gamt7b           gamt7
gamt7c           gamt7
gamt7d           gamt7
gamt7e           gamt7
gamt7f           gamt7
gamt7g           gamt7
gamt7h           gamt7
gamt8a           gamt8
gamt8b           gamt8
gamt8c           gamt8
gamt8d           gamt8
gamt8lotc        gamt8
gamt9a           gamt9
gamt9lotc        gamt9
gangonta         prtytime
gangwarsb        gangwars
gangwarsj        gangwars
gangwarsu        gangwars
gaplusa          gaplus
gaplusd          gaplus
gaplust          gaplus
garage           garage_5
garage_10        garage_5
garage_11        garage_5
garage_12        garage_5
garage_13        garage_5
garage_14        garage_5
garage_15        garage_5
garage_16        garage_5
garage_17        garage_5
garage_2         garage_5
garage_3         garage_5
garage_4         garage_5
garage_4a        garage_5
garage_4b        garage_5
garage_4c        garage_5
garage_5a        garage_5
garage_5b        garage_5
garage_5c        garage_5
garage_5d        garage_5
garage_5e        garage_5
garage_6         garage_5
garage_7         garage_5
garage_9         garage_5
gardiab          gardia
gardiaj          gardia
garoubl          garou
garouh           garou
garouha          garou
garoup           garou
garuka           devstors
gatedoom         darkseal
gatedoom1        darkseal
gatsbee          galaga
gaunt22p         gaunt2
gaunt22p1        gaunt2
gaunt22pg        gaunt2
gaunt2g          gaunt2
gauntdl24        gauntdl
gauntleg12       gauntleg
gauntlet2p       gauntlet
gauntlet2pg      gauntlet
gauntlet2pg1     gauntlet
gauntlet2pj      gauntlet
gauntlet2pj2     gauntlet
gauntlet2pr3     gauntlet
gauntletg        gauntlet
gauntletgr3      gauntlet
gauntletgr6      gauntlet
gauntletgr8      gauntlet
gauntletj        gauntlet
gauntletj12      gauntlet
gauntletr1       gauntlet
gauntletr2       gauntlet
gauntletr4       gauntlet
gauntletr5       gauntlet
gauntletr7       gauntlet
gauntletr9       gauntlet
gauntlets        gauntlet
gberetb          gberet
gblchmp          kaiserkn
gbpocket         gameboy
gbustersa        gbusters
gc10a            ibm5170
gcastle          gladiatr
gcbr             gcjp
gceu             gcjp
gcus             gcjp
gdarius          gdarius2
gdariusj         gdarius2
gdariusu         gdarius2
geebeea          geebee
geebeeb          geebee
geebeeg          geebee
geishajc         geishaa6
gekiridnj        gekiridn
gekitsui         zerotrgt
gekpuryb         gekpurya
gemini2k1        gemini2k
geminib          gemini
geminij          gemini
gen32a           gen32
gen32l           gen32
genesis_tmss     genesis
genesispf        genesisp
genesispg        genesisp
geniea           genie
genius6a         genius6
genius6b         genius6
gensitou         prehisle
geostorm         gunforc2
gepoker1         gepoker
gepoker2         gepoker
gepoker3         gepoker
ges9051n         ibm5170
getbass          bassdx
getbassdx        bassdx
getbassur        bassdx
gete486vl        ibm5170
getstarb1        grdian
getstarb2        grdian
getstarj         grdian
gforce2j         gforce2
gforce2ja        gforce2
gforce2sd        gforce2
ggatea           ggate
ggreats2         opengolf
ggroundj         gground
ggxxrlo          ggxxrl
ghostb2a         ghostb
ghostb3          ghostb
ghostb3a         ghostb
ghostmun         puckman
ghostsqo         ghostsqu
ghoulsu          ghouls
ghoxj            ghox
ghoxjo           ghox
ghunter          deadang
ghunters         deadang
gi_l3            gi_l9
gi_l4            gi_l9
gi_l6            gi_l9
gi_l8            gi_l9
gigaman2         megaman2
gigandesa        gigandes
gigasb           gigas
gigasm2b         gigasm2
gigawinga        gigawing
gigawingb        gigawing
gigawingd        gigawing
gigawingh        gigawing
gigawingj        gigawing
gigawingjd       gigawing
giglnrdo         arcadia
gijoea           gijoe
gijoeea          gijoe
gijoej           gijoe
gijoeu           gijoe
gijoeua          gijoe
ginganina        ginganin
gjrstar2         gjrstar
gkigt43          gkigt4
gkigt43n         gkigt4
gkigt4ms         gkigt4
gkigt5p          gkigt4
gkigtez          gkigt4
gkigtezms        gkigt4
gl2000c          gl2000
gl2000p          gl2000
gl_coc29         gl_coc
gl_coc29p        gl_coc
gl_cocp          gl_coc
gl_dowclp        gl_dowcl
gl_dowp          gl_dow
gl_grncla        gl_grncl
gl_hbhcla        gl_hbhcl
gl_hbhclp        gl_hbhcl
gl_snbeva        gl_snbev
gl_uyrp          gl_uyr
gl_wywh24        gl_wywh
gl_wywh24p       gl_wywh
gl_wywhp         gl_wywh
glass10          glass
glass10a         glass
glasskr          glass
gldgongq         gldgong
gldncrwnhop      gldncrwn
gldneye_402      gldneye
glfgreatj        glfgreat
glfgreatu        glfgreat
glocr360         gloc
glocr360j        gloc
glocu            gloc
glpracr2j        glpracr2
glpracr2l        glpracr2
glpracr3j        glpracr3
glpracrj         glpracr
glscolor         glcolor
gmahou           dimahoo
gmb486sg         ibm5170
gmb486unp        ibm5170
gnga             gng
gngbl            gng
gngblita         gng
gngc             gng
gngprot          gng
gngt             gng
gnome            gnome_9
gnome_10         gnome_9
gnome_11         gnome_9
gnome_12         gnome_9
gnome_13         gnome_9
gnome_14         gnome_9
gnome_15         gnome_9
gnome_16         gnome_9
gnome_17         gnome_9
gnome_18         gnome_9
gnome_19         gnome_9
gnome_2          gnome_9
gnome_2a         gnome_9
gnome_3          gnome_9
gnome_3a         gnome_9
gnome_3b         gnome_9
gnome_3c         gnome_9
gnome_4          gnome_9
gnome_5          gnome_9
gnome_5a         gnome_9
gnome_5b         gnome_9
gnome_7          gnome_9
gnome_8          gnome_9
gnomea           gnome_9
gnomeb           gnome_9
gnomec           gnome_9
gnomed           gnome_9
gnomee           gnome_9
gnr_200          gnr_300
gnr_300d         gnr_300
gnr_300f         gnr_300
gnw_bfightn      gnw_bfight
gnw_climbern     gnw_climber
gnw_dkcirc       gnw_mmousep
gnw_egg          gnw_mmouse
gnw_helmeto      gnw_helmet
gnw_judgeo       gnw_judge
gnw_mariocmta    gnw_mariocmt
gnw_smbn         gnw_smb
goal92           cupsoc
godzillp_090     godzillp
godzillp_100     godzillp
gogold           recordbr
gogomileo        gogomile
goindolj         goindol
goindolu         goindol
gokuparo         fantjour
goldartp         goldart
goldballn        goldball
goldfish         mfish_13
goldfrui         goldstar
goldgkit1        goldgame
goldgkitb        goldgame
goldgnew         goldgame
goldgstake       goldgame
goldincu         goldinc
goldmedla        goldmedl
goldmedlb        goldmedl
goldnaxe1        goldnaxe
goldnaxe1d       goldnaxe
goldnaxe2        goldnaxe
goldnaxe3        goldnaxe
goldnaxe3d       goldnaxe
goldnaxeb1       goldnaxe
goldnaxeb2       goldnaxe
goldnaxej        goldnaxe
goldnaxejd       goldnaxe
goldnaxeu        goldnaxe
goldnaxeud       goldnaxe
goldnpkb         goldnpkr
goldnpkc         goldnpkr
goldnpkd         goldnpkr
goldnpke         goldnpkr
goldnpkf         goldnpkr
goldpyra         goldpyr
goldpyrb         goldpyr
goldstbl         goldstar
goldwingf        goldwing
goldwingg        goldwing
gondou           gondo
goodejana        goodejan
goodluck         bsuerte
gorfpgm1         gorf
gorfpgm1g        gorf
gorkans          mrtnt
gotya            thehand
gpgolfa          gpgolf
gpilotsh         gpilots
gpilotsp         gpilots
gpriderj         gprider
gpriderjs        gprider
gpriders         gprider
gprideru         gprider
gpriderus        gprider
gprix_301        gprix
gprix_340        gprix
gprix_350        gprix
gprix_352        gprix
gprix_400        gprix
gprixf           gprix
gprixf_301       gprix
gprixf_340       gprix
gprixf_350       gprix
gprixf_352       gprix
gprixf_400       gprix
gprixg           gprix
gprixg_301       gprix
gprixg_340       gprix
gprixg_350       gprix
gprixg_352       gprix
gprixg_400       gprix
gprixi           gprix
gprixi_301       gprix
gprixi_340       gprix
gprixi_350       gprix
gprixi_352       gprix
gprixi_400       gprix
gprixl           gprix
gprixl_301       gprix
gprixl_340       gprix
gprixl_350       gprix
gprixl_352       gprix
gprixl_400       gprix
gradius          nemesis
gradius2         vulcan
gradius2a        vulcan
gradius2b        vulcan
gradius3a        gradius3
gradius3j        gradius3
gradius3js       gradius3
gradius4a        gradius4
gradius4aa       gradius4
gradius4ja       gradius4
gradius4u        gradius4
gradius4ua       gradius4
grainbowk        grainbow
grally           polepos2
grancana         grancan
grancanb         grancan
grancanc         grancan
grand8           panthera
grand_l3         grand_l4
granits          fexcelp
granslam4        granslam
gratiaa          gratia
gratispka        gratispk
gravitar1        gravitar
gravitar2        gravitar
grchampa         grchamp
grchampb         grchamp
grdiansa         grdians
grdnstrmau       grdnstrm
grdnstrmg        grdnstrm
grdnstrmj        grdnstrm
grdnstrmk        grdnstrm
grdnstrmv        grdnstrm
greatgur         gladiatr
grescue          lrescue
grgar_t1         grgar_l1
grid1109         grid1101
grid1129         grid1121
grid1131         grid1121
grid1139         grid1121
griffon          phoenix
griffono         phoenix
grindstma        grindstm
grobda2          grobda
grobda3          grobda
growla           growl
growlp           growl
growlu           growl
grudgei          grudge
grudgep          grudge
gryzor           contra
gryzor1          contra
gs4002a          gs4002
gs611606a        ibm5170
gs_la3           gs_lu4
