Group,SHA1,ID,Folder,FileName,Title,[Removed],"Sort Title",Version,Year,Publisher,Zone,DumpStatus,"Dump Info",Fixed,Trainer,Translation,Pirate,Cracked,Modified,Hack,"Extra Parameters",,,
"Blazing Lazers",,d0d88ea52d9e5bd4206bde5612a9a64c20504629,,,Gunhed,,,@,1989,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Blazing Lazers",,4eddf280798bc25785f8678d2aee6333aa6fddab,,,Gunhed,,,,1989,Hudson,jp,o,,,,,,,,,@,,,
"Blazing Lazers",,d6cdf2b07b189e7785fc93068971e21e1ded51be,,,Gunhed,,,,,,jp,b,,,,,,,,,,,,
"Blazing Lazers",,6fd90576991745176f1f14f009c7f5d07e4c71d7,,,Gunhed,,,@,1989,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Blazing Lazers",,34cc3feb7f83c9240791269cc4a41a6951e9937e,,,Gunhed,,,@,1989,Hudson,jp,@,,@,Invincible,@,@,@,@,@,@,,,
"Blazing Lazers",,0107d93ff5d10325092d45e6bfd21e8130efeed7,,,Gunhed,,,@,1989,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"Blazing Lazers",,9d27c9eb81a0820599eb93026f785f9038f851ba,,,Gunhed,,,,,,jp,?,,,,,,,,,,,,
"Blazing Lazers",,8cee5253e91411bb591978ab796699be23b35e9a,,,Gunhed,,,@,1989,Hudson,jp,@,,@,Lives,@,@,@,@,@,@,,,
"Blazing Lazers",,c0c301f66ce4754722b89b89b696e1c9830cb97e,,,Gunhed,,,@,1989,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"Blazing Lazers",,853496754612c2d098ec74b50e7fbe08e5549cf9,,,Gunhed,,,@,1989,Hudson,jp,@,"infinite bombs & lives",@,+2,@,@,@,@,@,@,,,
"Blazing Lazers",,a073a1bd734c91acbbc85ced9acd04ab4c3171dd,,,Gunhed,,,,,,jp,b,,,,,,,,,,,,
"Blazing Lazers",,878d394c4d4c9495d75c7e580a669d4ce568a4f9,,,Gunhed,,,,,,jp,b,,,,,,,,,,,,
"Blazing Lazers",,27d5e388267455d3c473dc1bb3f2cb48bbf65f7f,,,Gunhed,,,,,,jp,?,,,1,,,,,,,,,
"Blazing Lazers",,51b1bdfb9f78ab3e9521b0511507456b4754625b,,,"Gunhed Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,9c8c47bcfd94b9933017676528ce9d48a0ac1d79,,,"GYM Music Player: Sonic2",,,,,DamageX,,?,,,,,,,,,,,,
@,,40ba4ac432a19611e638ccc501e9c27eba96de9d,,,"Hana Taka Daka!",,,@,1991,Taito,jp,@,,@,Lives,@,@,@,@,@,@,,,
@,,d3cbdf0d78c40338351e729b46cf516a801705f9,,,"Hana Taka Daka!",,,@,1991,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,664ccd11372b04739e388fb921ac507eb71986cd,,,"Hana Taka Daka!",,,@,1991,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,be577b923cbdc4fb83d7b705cbf62a2783fb10df,,,"Hana Taka Daka!",,,@,1991,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
"Honey on the Road",,35bc2301f7b7a627769e97fbcaaba1a40bfa9113,,,"Hany in the Sky",,,@,1989,Face,jp,b,"AKA Honey in the Sky",@,@,@,@,@,@,@,@,,,
"Honey on the Road",,5672d2d96b41e820f038063262a7c063ed1048d5,,,"Hany in the Sky",,,@,1989,Face,jp,b,"AKA Honey in the Sky",@,@,@,@,@,@,@,@,,,
"Honey on the Road",,12ca460c7c85e2d277fe0309bc17247f13fd9471,,,"Hany in the Sky",,,@,1989,Face,jp,@,,@,Energy,@,@,@,@,@,@,,,
"Honey on the Road",,58aa3bdd422b1416d99a07f9f291bd853a667c58,,,"Hany in the Sky",,,@,1989,Face,jp,b,"AKA Honey in the Sky",@,@,@,@,@,@,@,@,,,
"Honey on the Road",,49b1c5d889002bf52be65114d7f0646493500170,,,"Hany in the Sky",,,@,1989,Face,jp,@,"AKA Honey in the Sky",@,@,@,@,@,@,@,@,,,
"Honey on the Road",,0c84ea031bf45ffa4c47f61f6cbd77c873c15dab,,,"Hany on the Road",,,,1990,Face,jp,o,,,,,,,,,@,,,
@,,67e7fd05e40c08a7e353501e1940ef1ec5ae8b05,,,"Hany on the Road",,,@,1990,Face,jp,@,"AKA Honey on the Road",@,@,@,@,@,@,@,@,,,
@,,1e2475ae58f1e612591aca44d742cc6558d75e15,,,Hatris,,,@,1991,Microcabin,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,d55b3f1bf4f26e37be745e8bfade4384912eb647,,,"Heavy Unit",,,@,1989,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,218e79bf73574533c9f75d52b802e9eec2ce8e24,,,"Heavy Unit",,,@,1989,Taito,jp,@,,@,Lives,@,@,@,@,@,@,,,
@,,d483bce40799267a942c40a8a3948b3448ec8963,,,"Hisou Kihei X Serd",,,@,@,"Nebulous Translations",jp,@,"AKA Flying Trooper X-Serd",@,@,en,@,@,@,@,@,,,
@,,c1c675d955f7354ad29edef7d198ed57f563b524,,,"Hisou Kihei X Serd",,,@,1990,"Masaya | NCS",jp,@,"Bbits swapped",@,@,@,@,@,@,@,@,,,
@,,769acdd5a5642d17429a27d817d549c121687b01,,,"Hisou Kihei X Serd",,,@,1990,"Masaya | NCS",jp,@,@,@,@,@,@,@,@,@,@,,,
"Hit the Ice: VHL: Official Video Hockey League",,d2264dd3c87c2e1dbbcab6416046b12ce096710c,,,"Hit the Ice: VHL the Official Video Hockey League",,,@,1992,"Turbo Technologies",us,@,"Bbits swapped",@,@,@,@,@,@,@,@,,,
"Hit the Ice: VHL: Official Video Hockey League",,19f201ffeb790c4d5685e5241cf5b37c25e15480,,,"Hit the Ice: VHL the Official Video Hockey League",,,@,1992,"Turbo Technologies",us,@,@,@,@,@,@,@,@,@,@,,,
"Hit the Ice: VHL: Official Video Hockey League",,1452d2161d1da401f05c36a0a50492a6df9dc010,,,"Hit the Ice: VHL the Video Hockey League",,,@,1991,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
"Hit the Ice: VHL: Official Video Hockey League",,4f216716fa04996a2c38a5837b3addd071b334c2,,,"Hit the Ice: VHL: The Video Hockey League",,"Hit the Ice - VHL - Video Hockey League",,1991,Taito,jp,o,,,,,,,,,@,,,
"Hit the Ice: VHL: Official Video Hockey League",,7fd22a15658b2447448f427ae537c0f96eabc7eb,,,"Hit the Ice: VHL: The Video Hockey League",,"Hit the Ice - VHL - Video Hockey League",,,,jp,?,,,,,,,,,,,,
"Honey in the Sky",,3318e5d0fc4ff4a3b026fa6cafb594542f81616a,,,"Honey in the Sky Sounds",,,,,,,?,,,,,,,,,,,,
"Honey on the Road",,666e87eff769953f1c2874be78242d062de6329b,,,"Honey on the Road Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,350f7271d1b3a7f067bb1e62c814ec6c923f045a,,,"Horizontal Resolution Adjuster",,,,,"David Shadoff",,?,,,,,,,,,,,,
"!Public Domain",,8904b2fdcee40a0a41993f21b676eaaf941034e1,,,"Hu-Go! Spinning Logo",,,,,,,,,,,,,,,,,,,
"!Public Domain",,2c63e76a48a1a9626d8eb46585beea0ab1ba7743,,,"Hu-Go! Spinning Logo",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,fccd63a6cfdb09d235d6bf76934a1b8a9ca4554a,,,"HUC Scrolling Demo",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,0388c8edac7fb75c59bba8e3b30f9f2423dc7952,,,HuCNoid,,,v0.2,,JyCet,,?,,,,,,,,,,,,
"!Public Domain",,0ecc17f85d69ed5f487d163f9535c367f9630a99,,,HuCNoid,,,v0.1,,JyCet,,?,,,,,,,,,,,,
"!Public Domain",,b29090956f4c9ef174f15f8e23dac30513d0a3a5,,,HuCNoid,,,v0.3,,JyCet,,?,,,,,,,,,,,,
"Image Fight",,65e060df20053f41a4b2e26945c666e223c57a75,,,"Image Fight",,,@,1990,Irem,jp,b,@,@,@,@,@,@,@,@,@,,,
"Image Fight",,8b9e2319325fe03aaf001757c521830fd5fff196,,,"Image Fight",,,@,1990,Irem,jp,@,,@,Invincible,@,@,@,@,@,@,,,
"Image Fight",,657ef77f72e6c29bf33dbc75c80afb83d3063774,,,"Image Fight",,,@,1990,Irem,jp,b,@,@,@,@,@,@,@,@,@,,,
"Image Fight",,4f2256e49cc71613a6b35d224be706ee95df17b9,,,"Image Fight",,,@,1990,Irem,jp,@,@,@,@,@,@,@,@,@,@,,,
"Image Fight",,a52eee1a7f498a5c6f584e189e4b1ba5e84d6e33,,,"Image Fight",,,@,1990,Irem,jp,b,@,@,@,@,@,@,@,@,@,,,
"Image Fight",,ea9a34e9af73b317044d54b6c6c3bb6090c78735,,,"Image Fight",,,@,1990,Irem,jp,@,,@,Lives,@,@,@,@,@,@,,,
"Image Fight",,3f72e3490b9d6d053e0712235dc30cd038aff0ae,,,"Image Fight Sounds",,,,,,,?,,,,,,,,,,,,
@,,bda974dfebe28c125f081363da3bbe96777404d7,,,Impossamole,,,@,1991,NEC,us,@,@,@,@,@,@,@,@,@,@,,,
@,,152e9e87440c57bde26df417850367d1a04d7d98,,,Impossamole,,,@,1991,NEC,us,@,,@,Lives,@,@,@,@,@,@,,,
@,,532eb65e7c9b938b117db75f0f588627ef9e485a,,,Impossamole,,,@,1991,NEC,us,b,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
@,,251112df02ba09fe6aa24a79820aa7f995975aa3,,,Impossamole,,,@,1991,NEC,us,@,"Bbits swapped",@,@,@,@,@,@,@,@,,,
@,,dce3e3edbe9358404a7242ce698c8a8383fcfda9,,,Impossamole,,,@,1991,NEC,us,@,,"PC Engine compatible",Lives,@,@,@,@,@,@,,,
@,,d8f705fe0f5db07f43889d771b9e2f3177e99941,,,"Infinite Bonks",,,@,2015/07/25,cabbage,@,@,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,d690d1ef04b63d78d38f0c0b59925159ddce8d68,,,"Ishan's 2nd PCE Demo",,,,,,,?,,,,,,,,,,,,
@,,d7a18fcc1f6b3482d67f957f978183d4aabc5bee,,,"Island Adventure",,,@,2012,"cabbage | sarang",@,@,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,65fc2b36be9acd7b63bf89d0f4e5424cd0c70926,,,"It's-a-me, Mario! Speech Demo",,,,,spr299,,?,,,,,,,,,,,,
@,,363f8ad7be092d1bbb19a18e2abb7406d078c0a0,,,"J.J. & Jeff",,,@,1990,"Hudson | NEC",us,@,,@,Lives,@,@,@,@,@,@,,,
@,,092ac9337c5b63f2ace2141e976444501dda0e6e,,,"J.League Greatest Eleven",,,@,1993,Nichibutsu,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,ec895802b60364ce8f86e0c4f23e8c8c3e14d0ef,,,"J.League Greatest Eleven",,,@,1993,Nichibutsu,jp,b,@,@,@,@,@,@,@,@,@,,,
"Jack Nicklaus' Turbo Golf",,3806f0509288f76393a35f395c34a4e9e979e51f,,,"Jack Nicklaus' Greatest 18 Holes of Major Championship Golf",,,,1989,Victor,jp,?,,,,,,,,,@,,,
"Jack Nicklaus' Turbo Golf",,ec7848b79093d818c9530f478acba966fd1ea7c6,,,"Jack Nicklaus Turbo Golf",,,@,1990,Accolade,us,@,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
"Jack Nicklaus' Turbo Golf",,d9cb2fd53006eb9a793834528aaf6081566624f6,,,"Jack Nicklaus Turbo Golf",,,@,1990,Accolade,us,b,@,"PC Engine compatible",@,@,@,@,@,@,@,,,
"Jackie Chan's Action Kung Fu",,27e53c84dcd73e9abd0d31937c1f10897d3f9fd2,,,"Jackie Chan",,,@,1991,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"Jackie Chan's Action Kung Fu",,7c56bb41b99d5b01a9fa66eb7efcc644399ab37c,,,"Jackie Chan",,,,,,jp,,,,,,,,,,,,,
"Jackie Chan's Action Kung Fu",,cf6d82bb1ee17cecf5d633a4fc2d4dfd0d983f03,,,"Jackie Chan",,,,,,jp,?,,,,,,,,,,,,
"Jackie Chan's Action Kung Fu",,ee50ee880239c18921ee3b4775589e6074d4cca2,,,"Jackie Chan",,,@,1991,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"Jackie Chan's Action Kung Fu",,44c9ce3b37ca9c5edfe840f78485048e2bd1bf41,,,"Jackie Chan",,,@,1991,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"Jackie Chan's Action Kung Fu",,1e45f6432dd00c0ed38304712a68095c17a3be80,,,"Jackie Chan",,,@,1991,Hudson,jp,@,,@,Energy,@,@,@,@,@,@,,,
"Jackie Chan's Action Kung Fu",,0b7654d4a1b7261bf972dc1f268c8a34628ccbc7,,,"Jackie Chan",,,,,,jp,,,,,,,,,,,,,
"Jackie Chan's Action Kung Fu",,792f2c436ef56955f0e44dccf50af69f595d6477,,,"Jackie Chan's Action Kung Fu",,,@,1992,"Hudson | Turbo Technologies",us,@,,@,Energy,@,@,@,@,@,@,,,
"!Public Domain",,228cacebee761f4de38903030b8ee4908f32d197,,,Jamanoid,,,V.50,,,,?,,,,,,,,,,,,
"!Public Domain",,3295fef6dbec2c0c5232ccf3d606b073159e6bff,,,Jamanoid,,,V.62,,,,?,,,,,,,,,,,,
"!Public Domain",,ed98a31296ffabaa9e99ce781463221e73156777,,,Jamanoid,,,V.60,,,,?,,,,,,,,,,,,
"!Public Domain",,a464dd86ea3626bde271d1bcab46e7ecaaedb48a,,,Jamanoid,,,V.63,,,,?,,,,,,,,,,,,
"!Public Domain",,a2277803c38765a37246a0a0ebf87ea9ffd33aae,,,Jamanoid,,,V.xx,,,,?,,,,,,,,,,,,
@,,1ac58fcd36ba6f757a927d1bfcf28added00111b,,,"Jigoku Meguri",,,@,1990,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,933e02b301a2ec135d3606ced78c1398a6bc3fe2,,,"Jigoku Meguri",,,@,1990,Taito,jp,@,,@,Invincible,@,@,@,@,@,@,,,
@,,b541b875d0063530f55c812ec106fc77b481c9f4,,,"Jigoku Meguri",,,@,1990,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,5537fa37c83b67b43b8a1ff2ece8d1e63bd2c6f5,,,"Jigoku Meguri",,,@,1990,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
"Jinmu Denshou",,e38d6d83120301a7befa7f496f1a93768060032d,,,"Jinmu Denshou",,,@,1989,"Big Club",jp,@,@,@,@,@,@,@,@,@,@,,,
"Jinmu Denshou",,735ba5d77f49288e360b2908d989efbdc8b7adf4,,,"Jinmu Denshou",,,@,1989,"Big Club",jp,@,@,@,@,@,@,@,@,@,@,,,
"Jinmu Denshou",,fdb9f1fd4c14c7d4724b53d147dad3dedea7fa5e,,,"Jinmu Denshou Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,70df991965b60661cddd253384803879c9ed73c4,,,"Joypad-Mouse Demo",,,,,"David Shadoff",,?,,,,,,,,,,,,
Juuouki,,20a413b8c5ae86502fc21f55096b89b2d7350dc2,,,Juuouki,,,@,1989,"NEC Avenue",jp,b,@,@,@,@,@,@,@,@,@,,,
Juuouki,,6ad4383d076d57ea952e5dd58a73bb60cdf648e6,,,Juuouki,,,@,1989,"NEC Avenue",jp,b,@,@,@,@,@,@,@,@,@,,,
Juuouki,,d4ffe12e595173a4b103bb879c302521326bfd42,,,Juuouki,,,@,1989,"NEC Avenue",jp,@,,@,Lives,@,@,@,@,@,@,,,
Juuouki,,8b274906e2488fa3a6be467c5bd8a2ac150d5801,,,Juuouki,,,@,1989,"NEC Avenue",jp,@,@,@,@,@,@,@,@,@,@,,,
Juuouki,,3a738add776f170f6299a5e8c20d3a3a7627d31c,,,Juuouki,,,@,@,"Wave Translations",jp,@,@,@,@,es,@,@,@,@,@,,,
Juuouki,,f88203a281639cf88cab1cf092a2c9e2d9ff1ea6,,,"Juuouki Sounds",,,,,,,?,,,,,,,,,,,,
@,,4db72b3a934e6255135ebc0533f900e1d5d828c8,,,"Kaizou Choujin Shubibinman",,,@,1989,"Masaya | NCS",jp,@,@,@,@,@,@,@,@,@,@,,,
ShockMan,,1662798fb3cecf93c6a111ca181c0ac6193cd9ea,,,"Kaizou Choujin Shubibinman 2: Aratanaru Teki",,,,,,jp,?,,,,,,,,,,,,
ShockMan,,f77b1e5ace410c026df2dbce3367b5d11ffbb109,,,"Kaizou Choujin Shubibinman 2: Aratanaru Teki",,,,,,jp,b,,,,,,,,,,,,
ShockMan,,9c6fc53a92adead994d9b44afa92f34eebee05bb,,,"Kaizou Choujin Shubibinman 2: Aratanaru Teki",,,@,1991,"Masaya | NCS",jp,@,@,@,@,@,@,@,@,@,@,,,
ShockMan,,124b76320bd2a6449d9918278b8c20aab84ed023,,,"Kaizou Choujin Shubibinman 2: Aratanaru Teki",,,@,1991,"Masaya | NCS",jp,b,@,@,@,@,@,@,@,@,@,,,
"J.J. & Jeff",,b91ad205b01959669bc4f1dd969262cbd593336e,,,"Kato-chan Ken-chan",,,@,1987,Hudson,jp,@,,@,Lives,@,@,@,@,@,@,,,
"J.J. & Jeff",,726d543a7ec9a063e6ac81d68c9def1156244511,,,"Kato-chan Ken-chan",,,@,1987,Hudson,jp,b,@,@,@,@,@,@,@,@,@,,,
"J.J. & Jeff",,1381c15587891083f7cde3b1224fcc6df45bc914,,,"Kato-chan Ken-chan",,,@,1987,Hudson,jp,@,@,@,@,@,@,@,@,@,@,,,
"J.J. & Jeff",,31a09ead729d317d185cf320e9e389543460eb46,,,"Kato Chan & Ken Chan",,,,,,jp,?,,,,,,,,,,,,
"J.J. & Jeff",,d51fb5d140203b393c7e08795fc5248091dd7f9b,,,"Kato Chan & Ken Chan",,,,,,jp,b,,,,,,,,,,,,
"J.J. & Jeff",,20a20aae22904484910ef571698c22f89a697cf1,,,"Kato Chan & Ken Chan Sounds",,,,,,,?,,,,,,,,,,,,
@,,00e33d4f55c4dbe0ac493053bfebc9d6dbd469ea,,,"Kattobi! Takuhai-kun",,,@,1990,"Tonkin House",jp,@,@,@,@,@,@,@,@,@,@,,,
"Kattobi! Takuhaikun",,041889d8a7f55b905964a8a3022bc732f4d528bf,,,"Kattobi! Takuhaikun Sounds",,,,,,,?,,,,,,,,,,,,
@,,78a91737c0cf71b3956b52e8db4fb079e715565e,,,"Keith Courage in Alpha Zones",,,@,@,"Generation IX",us,@,@,@,@,fr,@,@,@,@,@,,,
@,,bcb1dc04999786b989caab5e2172cf9c25aa1502,,,"Keith Courage in Alpha Zones",,,@,@,GreekRoms,us,@,,@,Energy,el,@,@,@,@,@,,,
@,,42b9c2e8e97260c04bd62cfd1c34caa332da7807,,,"Keith Courage in Alpha Zones",,,@,1989,"Hudson | NEC",us,b,@,@,@,@,@,@,@,@,@,,,
@,,69acfcf5dd106dc264f54d3574b4a4af7eea86ee,,,"Keith Courage in Alpha Zones",,,@,1989,"Hudson | NEC",us,@,,@,Energy,@,@,@,@,@,@,,,
@,,3a8130bb90e628bfbcb4ac524cbfe5b5a0f00905,,,"Keith Courage in Alpha Zones",,,@,@,"Generatiox IX",us,@,,@,Energy,fr,@,@,@,@,@,,,
@,,f3a0af2b111aaa851d4e17ece85aea380de06350,,,"KiKi KaiKai",,,@,1990,Taito,jp,o,@,@,@,@,@,@,@,@,@,,,
@,,f00bc1a60dceb8301e901bd24be08d618c16d26b,,,"KiKi KaiKai",,,@,1990,Taito,jp,o,@,@,@,@,@,@,@,@,@,,,
@,,7d36712ae5393c39c1f9da088069322e6864bc93,,,"KiKi KaiKai",,,@,1990,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,8dc4fce4beca91f51f123acf8f1cc659ed58d312,,,"KiKi KaiKai",,,@,1990,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
"Kiki Kaikai",,d25934788e3ce08ac82b9121a62e15ddf4a22986,,,"Kiki Kaikai Sounds",,,,,,,?,,,,,,,,,,,,
@,,94dd1aabb7f291df6131d9728dceff013c9b75ae,,,"King of Casino",,,@,1990,Victor,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,9c846b0289f7c44b52be82d99b3d0b0c07031102,,,"King of Casino",,,@,1990,Victor,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,891d64a0706e5c8bf772e70d1e42c90ef7238097,,,"King of Casino",,,@,1990,NEC,us,@,@,@,@,fr,@,@,@,@,@,,,
@,,2f635986a785f7b00954236e3ec5fece6fedec23,,,"King of Casino",,,@,1990,Victor,jp,@,@,@,@,@,@,@,@,@,@,,,
"King of Casino",,09d4e2ee18745253ebdc3f0dbb2ddba76b10049c,,,"King of Casino Sounds",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,1f8ffa5cd82aaec808520ee0a6909db0af4c6d1c,,,"King of Fighters '97 Artshow 1",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,5d7cb2e2e699dfdb8fa17a4e4270520efb927a86,,,"King of Fighters '97 Artshow 2",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,863a6d7496fe6437ceb40de5b819adc3e25113b2,,,"King of Fighters '98 Artshow",,,,,,,?,,,,,,,,,,,,
"!Public Domain",,aa891fd70016631ca004f38cdd08c90a187a7c9a,,,"King of Fighters '98 Demo",,,,,FagEmul,,?,,,,,,,,,,,,
@,,cf952c23dfd771bfba50df645ba27782d3c44c16,,,Klax,,,@,1990,Tengen,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,b93c8a2d4473601d62cf84efe85b2a38393dc888,,,"Knight Rider Special",,,@,1989,Pack-In-Video,jp,@,,@,"Energy | Time",@,@,@,@,@,@,,,
@,,f7ab776e1d1400aa3549c2b2f5f0c56df2b982d8,,,"Knight Rider Special",,,v2.0,@,Psyklax,jp,@,,@,"Energy | Time",en,@,@,@,@,@,,,
@,,6d6944d30652bab5fd313ba8f3918b62b49118da,,,"Knight Rider Special",,,v1.0,@,Psyklax,jp,@,@,@,@,en,@,@,@,@,@,,,
@,,d2dbbd8b55b80d41e32a3907fcdafa985b60abe4,,,"Knight Rider Special",,,@,1989,Pack-In-Video,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,1da7d890ff87cf48ba214f6a246892006c5d70d6,,,"Knight Rider Special",,,v2.0,@,Psyklax,jp,@,@,@,@,en,@,@,@,@,@,,,
@,,6bd6644c82e0d151cd4d930da0a4ffc5b1c3c17c,,,"Knight Rider Special",,,@,1989,Pack-In-Video,jp,b,@,@,@,@,@,@,@,@,@,,,
"Knight Rider Special",,15c0bf2f0bebde4db806be939b2a21a02e4244e6,,,"Knight Rider Special Sounds",,,,,,,?,,,,,,,,,,,,
@,,4f506b4aac531bfdec9a7b7736efa2656be06f62,,,"Kore ga Pro Yakyuu '89",,,@,1989,Intec,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,a55d38119e533c035077e49947fce7c0b9f10882,,,"Kore ga Pro Yakyuu '90",,,@,1990,Intec,jp,@,@,@,@,@,@,@,@,@,@,,,
"!Public Domain",,448f4f9fad0967e83eae518476825c19c1c00a25,,,Krunch,,,v0.4,,"Frank Caputo",,?,,,,,,,,,,,,
"!Public Domain",,ebf10f4da97be6de1e2e5913847ed9b42930da15,,,Krunch,,,v0.2,,"Frank Caputo",,?,,,,,,,,,,,,
"!Public Domain",,eeb790534659ca660c907fabbce1f43ac213c597,,,Krunch,,,v1.0,,"Frank Caputo",,?,,,,,,,,,,,,
"!Public Domain",,acdc99de9b240a3efd3e04bf867e2c3d840f6138,,,Krunch,,,v0.8,,"Frank Caputo",,?,,,,,,,,,,,,
"!Public Domain",,8634b06293492d5e2b928eddadfd25e34215cf30,,,Krunch,,,V.08,,"Frank Caputo",,?,,,,,,,,,,,,
@,,1c3dfe795b84969e5c5acdece652f228fad6b163,,,"Kyuukyoku Mahjong II: Super Idol Graphic",,,@,1993,"Games Express",jp,@,@,@,@,@,@,@,@,@,@,,,
@,,7fd4d9e028bd589b9315f81b1d27049b7541212b,,,"Kyuukyoku Mahjong: Idol Graphic",,,@,1992,"Games Express",jp,@,@,@,@,@,@,@,@,@,@,,,
@,,e75365474623a8bc89a5ecc0f7a8adf27339f23a,,,"Kyuukyoku Tiger",,,@,1989,Taito,jp,@,,@,Lives,@,@,@,@,@,@,,,
@,,08c90ec0b067d10040a97bdd9bcf0a2cdd723f82,,,"Kyuukyoku Tiger",,,@,1989,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,56272609cb2d27610c2182142d3b60fe68d27eb3,,,"Kyuukyoku Tiger",,,@,1989,Taito,jp,@,"infinite bombs",@,*,@,@,@,@,@,@,,,
@,,88948d2aadef791d057e35e313ef850d0ed7389a,,,"Kyuukyoku Tiger",,,@,1989,Taito,jp,@,"Bcorrupt gfx",@,@,@,@,@,@,@,@,,,
@,,e062b7e1fe9fe04f9c29df38165e3a4eb867fe2d,,,"Kyuukyoku Tiger",,,@,1989,Taito,jp,@,@,@,@,@,@,@,@,@,@,,,
@,,e041affe118b6dcd36069614db3a7d48558b7314,,,"Kyuukyoku Tiger",,,@,1989,Taito,jp,@,"Bhack side effects",@,Invincible,@,@,@,@,@,@,,,
@,,3dd2285e37c3a44977cf2545568735a588f496d8,,,"Kyuukyoku Tiger",,,@,1989,Taito,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,7ad9cd8d81ffc87d013185a4d20824ee648e862c,,,"Lady Sword",,,@,@,MYTH,jp,@,@,@,@,fr,@,@,@,@,@,,,
@,,1badb6f4f4d23ebf7caf11cc8c93403111ad9f82,,,"Lady Sword",,,@,1992,"Games Express",jp,@,@,@,@,@,@,@,@,@,@,,,
@,,7384d0d863da43c64d704f4f36ce55502e3b6159,,,"Lady Sword",,,@,1992,"Games Express",jp,@,@,@,@,@,@,@,@,@,@,,,
@,,9bc8f365e97907bdee976d159681bc4ac3301bce,,,"Lady Sword",,,@,1992,"Games Express",jp,@,"255 strength & infinite energy",@,+2,en,@,@,@,@,@,,,
@,,7e6cf9b1c8ef96147129d297e0b39a2217d499f1,,,"Lady Sword",,,@,1992,"Games Express",jp,@,@,@,@,en,@,@,@,@,@,,,
@,,89f9987759f178d1c28fb5704fca874701d2c70a,,,"Lady Sword",,,@,@,MYTH,jp,@,"255 strength & infinite energy",@,+2,fr,@,@,@,@,@,,,
@,,166234d1c22007bc7f265cc9269d7a8a8c4fe10e,,,"Lady Sword",,,@,1992,"Games Express",jp,@,"255 strength & infinite energy",@,+2,@,@,@,@,@,@,,,
@,,d5dc0c44053fc6f46970eac63ec73477693573ac,,,"Legend of Hero Tonma",,,@,1991,Irem,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,1668ad9f0fd7b14e9447720b982461d94775769a,,,"Legend of Hero Tonma",,,@,1991,Irem,jp,b,@,@,@,@,@,@,@,@,@,,,
@,,e17108b18e94115218ee0a0ba46992b8ea4b02c5,,,"Legend of Hero Tonma",,,@,1993,"Turbo Technologies",us,@,,@,Lives,@,@,@,@,@,@,,,
@,,37ea8371efc76278b052ccae185de9b6e0e4334b,,,"Legend of Hero Tonma",,,@,@,FagEmul,jp,@,,@,Lives,fr,@,@,@,@,@,,,
@,,e9d1aea87ab4a5cfe300e1c712ea94c89109ab8f,,,"Legend of Hero Tonma",,,@,1991,Irem,jp,@,@,@,*,@,"artially invincible",@,@,@,@,,,
@,,8d866ecd29a84b729476eec8719ac8d683748b1e,,,"Legend of Hero Tonma",,,@,1991,Irem,jp,@,,@,Lives,@,@,@,@,@,@,,,
@,,a87586ae18bd36f1c32e08b8b7a55afc6532fb3e,,,"Legend of Hero Tonma",,,@,1993,"Turbo Technologies",us,@,@,@,@,@,@,@,@,@,@,,,
